gene,GSM757001,GSM757002,GSM757003,GSM757004,GSM757005,GSM757006,GSM757007,GSM757008,GSM757009,GSM757010,GSM757011,GSM757012,GSM757013,GSM758485,GSM758486,GSM758487,GSM758488,GSM758489,GSM758490,GSM758491,GSM758492,GSM758493,GSM758494,GSM758495,GSM758496,GSM758497,GSM2544316,GSM2544317,GSM2544318,GSM2544319,GSM2544320,GSM2544321,GSM2544322,GSM2544323,GSM2544324,GSM2544325,GSM2544326,GSM2544327,GSM2544328,GSM2544329,GSM2544330,GSM2544331,GSM2544332,GSM2544333,GSM2544334,GSM2544335,GSM756992,GSM756993,GSM756994,GSM756995,GSM756996,GSM756997,GSM756998,GSM756999,GSM757000,GSM2544275,GSM2544276,GSM2544277,GSM2544278,GSM2544279,GSM2544280,GSM2544281,GSM2544282,GSM2544283,GSM2544284,GSM2544285,GSM2544286,GSM2544287,GSM2544288,GSM2544289,GSM2544290,GSM2544291,GSM2544292,GSM2544293,GSM2544294,GSM2544295,GSM2544296,GSM2544297,GSM2544298,GSM2544299,GSM2544300,GSM2544301,GSM2544302,GSM2544303,GSM2544304,GSM2544305,GSM2544306,GSM2544307,GSM2544308,GSM2544309,GSM2544310,GSM2544311,GSM2544312,GSM2544313,GSM2544314,GSM2544315
ABCC6,2.892645561,2.26596176,2.538703719,2.737417169,2.438758102,2.824750978,2.458059722,2.375905616,2.809629942,2.409069785,2.674300094,3.068804325,2.460947166,2.770633019,2.140237605,2.340253499,2.601767569,2.30671732,2.636001705,2.307413335,2.241162629,2.675199927,2.279087643,2.539150248,2.894412519,2.376863708,2.248121156,2.466646076,3.048983675,3.490351277,3.05849264,3.318464783,2.655506979,2.522002426,3.363817767,2.303807107,1.638080662,3.742956855,2.305965988,2.301961346,1.993422616,2.58297846,3.044435192,2.527061789,3.225138491,2.554171404,2.908765887,2.614747478,1.157191763,1.757577535,3.519136523,3.6567341,3.091250798,3.218523376,2.246386622,2.484575525,1.370362115,2.7671088,3.00512957,1.773990496,2.426664773,3.220094808,1.762289689,2.327521039,3.483478312,2.490244648,1.978095408,2.727968778,2.89590007,2.343951608,1.952337153,2.221340341,2.779468807,1.7817361,2.419018049,3.210454003,1.804231312,3.064507043,2.424209252,2.040323922,2.362145538,2.363842979,1.911252491,2.100212274,1.583135511,3.159217655,1.72787943,2.379169387,1.642941464,3.69846003,1.687470448,1.681834285,2.126646209,2.570386932,2.042861843,2.861473332
ABCC8,1.533028472,1.761901442,1.992995046,1.938482625,1.654176109,1.946072378,1.720525749,1.832521241,1.769063141,1.763781915,1.83989513,1.850168936,1.920672623,1.505793015,1.707029448,1.873193522,1.870403987,1.559186631,1.830054693,1.650539862,1.746307164,1.705506711,1.71550026,1.774610113,1.811623661,1.798362849,1.806289446,1.884890423,1.861605584,1.709427637,1.901172891,1.793247854,1.806146275,1.586560734,1.619503121,1.862048113,1.851245196,1.798909623,1.704182365,1.858612004,1.720751175,1.716820476,1.726647225,1.817912343,1.763312062,1.747927668,1.854701938,2.076330219,1.978583099,1.960012444,2.126111102,2.06998192,1.763205817,1.677143421,1.879967189,1.961395483,2.179653436,1.935546577,1.760096806,1.869076104,1.836836558,1.854303441,1.986528532,1.81835446,1.661555989,1.979708378,2.209094637,1.762973245,2.376800149,1.75521597,2.535134457,1.760357117,1.885033183,2.119456464,1.750790679,2.121382767,2.171609819,1.669456435,1.804740183,1.810362905,1.854303441,2.455127799,1.728364867,1.901719133,1.808905162,2.103213043,1.695617714,1.716494674,1.780127755,1.811807633,2.165557583,1.96747375,1.649360407,2.095807188,1.918613332,1.793416644
ABCC9,2.198606805,2.033010503,2.370094816,2.314550655,2.180144002,2.26638757,2.223903415,2.446615946,2.667377301,2.200747149,2.368998219,2.063325702,2.219262244,2.269389154,2.098727149,2.351770355,2.297074331,2.127808202,2.180099725,2.163275718,2.401336989,2.524378906,2.150195267,2.340734139,2.120234677,2.205535246,2.022503695,2.240777201,1.509907312,1.633763178,1.639145956,1.865638407,1.691540804,1.584315865,1.614563366,1.688697212,1.631194294,2.240042173,1.989568518,1.575740543,1.576438448,1.765065839,1.442440685,1.589861983,1.685126017,1.651151407,2.060652664,2.278600138,2.631417976,2.370282198,2.242029588,2.057556332,1.939318444,1.987843254,1.845832697,2.482329924,2.641593333,1.86145432,2.681923333,1.562164436,1.965100639,2.953141101,1.892377451,2.135003387,2.126673074,1.86626541,1.70654168,2.101637588,2.39512892,2.462602971,2.857231133,2.905290061,1.766464993,4.652807093,1.903536507,4.041204716,4.329714194,2.339845933,3.207497781,3.94138945,3.477579597,4.058511276,2.126472612,2.223013664,3.972602138,4.647461438,4.325860868,3.474312807,3.144560113,4.801616776,2.804888257,4.358595583,2.81554987,2.413653101,3.704940716,1.810744838
ABCD1,1.596923283,1.816876431,1.713872004,1.669495479,1.733315996,1.817254611,1.733650685,1.555025361,1.747564914,1.538022339,1.796818462,1.726898074,1.738897759,1.569633363,1.777242295,1.663431721,1.552290733,1.706295524,1.729326752,1.632305148,1.510452937,1.585225383,1.507037208,1.697662784,1.73348334,1.590196578,1.573878445,1.806026858,1.389362656,1.624828861,1.613051671,1.90664714,1.332222909,1.757792762,1.737905414,1.696403913,1.88996117,1.839379397,1.887380665,2.104181866,1.951660455,1.579990166,1.218835919,1.608492132,2.107499658,1.636353822,1.571131139,1.933247094,2.101769497,2.063330798,2.04127263,2.371017412,1.51887559,1.615078812,1.705965554,1.6846996,1.771020393,2.220144629,1.522962101,1.494731768,1.831788369,1.523874009,1.792847971,1.522671067,1.914927187,1.692809758,1.542965863,1.982602378,1.752665826,1.62364059,1.545623977,1.703286995,1.903460433,1.571584243,1.503482201,1.694924608,1.728509974,1.771020393,2.06764262,1.796107556,1.875327111,2.148996427,1.770127888,1.98803502,1.674435788,1.783379653,1.387146063,1.910037809,1.771020393,1.995155661,1.71162998,1.563745717,2.084755441,1.815335226,1.710873291,1.77573515
ABCG1,1.754605611,2.628833052,1.75633009,1.708692241,2.064368374,2.500724839,2.065523826,2.664856662,2.508530834,2.138972734,1.912013712,1.848465367,2.461726596,1.695454352,2.527726947,1.656732145,1.572548869,1.975639551,2.419835333,2.011077389,2.555623144,2.379072536,2.073830151,1.897951199,1.852494415,2.405007506,1.909011778,1.851397283,1.823929605,2.045582843,1.80072774,1.736090259,2.10482303,1.768604082,2.021158459,2.238077685,2.049042314,1.842982705,1.988917751,2.001806231,1.962646582,3.205012789,2.002222408,2.258613416,2.266013562,2.279682374,1.928277804,1.844801985,2.72442206,2.734850333,2.141444622,1.626981251,3.626343701,1.960548223,1.718512734,2.780800475,3.451872789,1.872013093,2.100975439,1.933815369,1.973352178,2.088477125,2.074080004,2.167056534,1.82282618,2.033749857,2.219065646,2.035063416,2.640093652,2.606448347,1.848798223,1.770999145,1.779686839,2.167056534,2.188866807,2.002718664,2.413810445,2.286330245,1.909846178,2.653983557,1.956965211,2.655986409,2.851108367,1.970009757,2.337363942,2.840287767,2.04855015,2.46848569,3.028880949,2.802220582,3.321596401,3.100905571,3.288107163,2.341616751,2.404498485,1.820056003
ABCG2,2.161487675,2.026020826,1.65097418,2.363855198,2.416572283,2.339495961,2.345145312,1.865125716,2.110141539,1.650499317,2.37497785,1.948922736,1.736821007,1.925876547,1.791726634,1.49055817,2.100658354,2.068081182,2.031168886,2.078866537,1.768619821,1.875892812,1.400056808,2.070244083,1.542486415,1.487733523,1.70015953,2.862790627,1.89892773,2.181566886,2.678374504,2.05135001,2.059316219,1.87314237,1.804639424,1.69251584,2.458819982,2.61980513,1.914779518,2.505343287,1.517581763,1.486990876,2.134688811,1.673809762,2.205836409,1.336842352,1.770828672,2.402196452,2.211732647,1.84000533,1.879725975,1.609023116,2.523294354,2.116357161,1.905318217,2.424645605,1.352674481,2.786833968,1.844499187,1.534220188,1.018109834,2.288187995,1.660905486,2.011741195,1.98205336,1.705574309,1.84595052,2.348853739,2.215476181,2.597563941,1.341660471,1.787574658,2.812941847,2.012676499,2.166824254,2.285317579,2.016578974,2.503614279,2.279012341,1.28799338,2.071310377,1.699688345,1.358157297,1.521448453,2.257758367,1.991954681,1.878460393,1.813360018,2.012676499,2.185191687,1.468087754,2.140522864,1.858754508,1.579082523,2.092209581,2.415969855
ABCG5,1.414361806,1.637490632,1.359129088,1.612074769,1.485208661,1.56217185,1.74213899,1.70903836,1.332751087,1.471443609,1.598032547,1.565687834,1.482369901,1.399386898,1.595141843,1.244177007,1.55748943,1.345146943,1.49628885,1.785277419,1.621780357,1.269189705,1.450017821,1.563929842,1.515798483,1.504850091,1.431928714,1.400556232,1.303610522,1.335571544,1.273954617,1.772595612,1.431029554,1.689578695,1.552268911,1.508602471,1.556225212,1.737969808,1.530378472,1.327217538,1.252914291,1.15845353,1.694989999,1.574796936,1.401798706,1.405656917,1.451080132,1.761558839,1.761558839,1.553656889,1.722956679,1.579808512,1.335488032,1.554658963,1.836022465,1.756966999,1.765321006,1.598044698,1.827820744,1.56247069,1.632000219,1.638931919,1.586797034,1.582464721,1.443650889,1.654184929,1.714265111,1.492450711,1.665301806,1.538422269,1.50682091,1.869574428,1.691361074,1.518313799,1.886445924,1.690200342,2.104173237,1.582464721,1.440561051,1.765713366,1.497142687,2.022268008,1.394180785,1.828115014,1.743168993,1.793145896,1.568764805,1.582464721,1.772890291,1.502913655,1.874315449,1.804360863,1.478325738,1.687551909,1.633324435,1.650964304
ABHD5,2.693375975,3.06629793,3.297546966,3.034775918,3.184722431,3.206572471,3.132128982,3.804159545,2.932187647,3.054529143,3.019085842,3.173720984,3.238827557,2.702156573,3.068635605,3.312773649,3.058474195,3.159223456,3.209638292,3.108213862,3.769453021,2.902956278,2.913443134,3.03112546,3.13296156,3.173491633,3.193303506,3.443761704,3.511142513,3.549026469,3.536284888,2.759786852,3.024501231,2.866225433,2.759748987,3.045781374,3.005398327,3.242603766,2.962951636,2.76904485,2.847368651,3.226189279,3.269752988,3.108182933,3.449782242,3.297867768,3.379609864,3.077759481,3.214020056,3.155830415,3.324751565,3.0740874,3.598819527,3.012683759,2.749735065,2.665517586,3.31001815,3.303050986,3.323668491,3.396255741,2.888258586,3.152575382,2.807435694,2.680720393,3.593740771,3.211512291,3.050945659,3.147425739,2.691000746,3.086481984,3.193204553,3.038677392,2.948463973,3.243640764,3.030082032,3.636831168,3.289192387,3.121090615,3.481868559,3.2865797,3.084834855,3.395877091,3.230236546,2.90728576,3.121090615,2.629489016,3.356308141,2.890663015,3.121090615,3.128247105,2.706563271,2.824872537,3.157819688,3.08057504,3.147425739,3.199187226
ABL1,3.95384969,3.703115405,3.672003692,3.710389871,3.367988481,3.799168262,3.611258974,2.116736712,3.637367347,3.731504825,3.167166612,3.451667341,3.086805878,3.851112472,3.693094983,3.712035001,3.803479198,3.502756545,3.844956393,3.67850254,2.089284693,3.682577581,3.741318372,3.1503187,3.449006127,3.223354582,3.675721581,3.995843232,3.431537443,3.592311255,2.600051465,3.304463498,3.826333087,4.10941557,3.58942321,3.750792681,3.663104438,3.459822226,3.575199593,3.412566603,3.569206901,3.573863872,4.193078601,3.692706891,3.648122709,3.155530668,3.914449001,2.776816366,3.097205033,3.446099144,3.46836913,3.938803077,3.643411265,3.986559265,2.968439588,3.567657655,3.45237054,3.14791653,3.944294721,2.990806925,3.495312148,3.878429263,3.105498381,3.041401849,3.245442173,3.056275277,2.933768052,3.187374434,3.473110308,3.746734447,3.208222503,3.494572087,3.704623152,4.236528694,3.458146629,4.147829637,3.037376638,3.335964309,3.602693242,3.494987243,3.771048169,3.347751139,3.981658793,3.220857696,3.587819814,3.902526382,4.058715422,4.116620709,3.432804041,3.325134143,3.30795028,4.040773448,3.870739845,3.089884892,2.816152451,3.198060197
ACACA,2.814708577,2.893012544,2.868163275,2.934441775,2.834603688,2.905952968,2.898734718,3.016396723,2.700085505,2.754430667,2.617502551,2.808184464,2.812579074,2.825914444,2.896197818,2.987074061,3.039354659,2.913045562,2.983440748,2.861460111,2.979665714,2.757770913,2.796525342,2.718319529,2.817115397,2.809579779,2.946169859,2.546343921,2.677643516,2.72810065,2.605226771,2.650742299,3.39929852,2.914771225,2.687207468,2.983495645,2.956219643,2.751975828,2.861079837,2.983495645,2.983495645,3.026470965,2.720771526,2.715302445,3.077358407,2.983495645,2.756173793,3.349867563,2.964128307,3.042268473,2.959217305,3.242053245,3.069058653,2.767631584,2.940162682,2.799192126,3.189301423,3.350819775,2.916680209,2.957587272,3.362035556,2.80455016,3.534880737,3.219547941,2.888113282,3.071563483,3.413075688,2.67136276,2.838266908,2.99069326,3.354387171,3.467114099,2.95028591,2.205061109,3.504426004,2.95679606,2.858741261,2.638117963,2.986209723,2.836587317,3.576204227,2.794819637,2.944261592,2.987347959,2.957587272,3.085472162,2.965860299,3.393767333,2.980004953,2.817764793,3.223379074,2.803231473,3.048285185,2.705454292,2.771832838,3.414380495
ACADM,4.904866453,5.128802701,4.403989321,4.757514009,4.522944633,4.788974531,4.794530003,5.407720623,4.856757694,4.471310239,4.542363683,4.900431084,4.761422228,4.837246889,5.035679734,4.24612926,4.6953244,4.476969591,4.684236832,4.733097804,5.296979087,4.773237778,4.415974525,4.403987596,4.775198379,4.6953244,4.37316158,4.608029386,4.837589318,5.354043176,5.474646126,5.383717996,4.92661378,5.131985934,5.462552236,4.531389962,3.530139121,5.017541909,5.312946349,4.984171733,4.278762056,3.355091274,5.415744406,4.561848646,5.755829048,4.893803506,4.631956374,4.621221103,2.369214598,3.437608658,5.705007352,5.565858233,5.281906797,5.847437057,4.014449815,4.500569955,3.606797955,4.546717101,5.731627086,3.95654651,4.098145795,4.792894933,3.343901441,4.123475774,5.561976697,4.943844586,4.178581356,4.990988357,4.647544302,4.419574492,3.798217345,4.252622832,4.558195098,3.820053533,4.501723354,6.239570429,3.572330371,5.118422115,5.170716987,3.349242909,4.57158796,4.256351782,4.037519577,4.451141783,3.046123016,4.191839841,3.824633534,3.936266849,3.207072524,5.265900374,3.333442467,3.365760026,4.24404513,4.466404719,4.535530253,5.654024631
ACADVL,4.769552785,4.691764636,4.186242987,4.142115615,4.004510166,4.127249454,3.626241008,4.461632517,5.435784273,4.579563136,4.998158055,5.320312532,5.004863296,4.761444471,4.650663072,4.195217588,4.23728987,4.01487313,4.13656823,3.63139236,4.413527172,5.472184666,4.608846042,4.995743274,5.305420093,4.978321575,5.213623944,4.75700811,5.600297171,5.49322863,5.297820257,5.218098944,4.802255341,4.558981032,5.212629499,4.721373843,4.711097915,5.611070321,5.11434522,4.858772945,4.880982209,4.457282493,5.704713859,4.786344227,5.198375792,5.413838799,5.211108412,4.264118745,3.860519924,4.259250489,6.263684854,5.509196291,5.034714108,5.151992687,5.528236869,4.462634812,4.427663509,4.388714427,4.706986436,4.481545834,4.054498155,4.487678243,4.148887526,3.397882928,5.061008731,4.850517947,4.109739555,4.906041106,4.783227192,4.372007757,4.727704033,4.176019291,4.344163306,3.836200981,3.951506837,5.01808187,4.673009577,4.503523061,5.976560769,4.230514857,4.625441975,5.070621695,4.688920692,4.771293857,3.903591179,4.972503157,4.704500324,4.453287032,4.039912967,5.10144948,3.747247907,5.129128189,4.574045761,4.792342935,4.719582735,5.641267182
ACE,2.1440089,2.002198515,1.907687663,2.059944598,2.271726425,1.979164341,2.027219853,1.966804869,2.266361636,1.892008147,1.978987494,2.161921269,2.062121209,2.094245217,1.858036478,1.899463611,1.99272349,2.091652361,2.049896736,2.019007955,1.897798196,2.169856869,1.942724014,1.876513587,2.165361455,1.994348861,1.904345509,2.052906645,2.122776204,2.279670979,2.223081208,2.088516844,1.902371206,2.236797421,2.556956697,2.076057951,1.861378433,2.256176768,2.085929468,1.979504123,2.086449021,2.176747425,2.078697283,2.20309918,2.076754152,1.951656054,1.862866126,2.043374894,2.14711418,2.033432328,2.216529001,1.900178539,1.7460483,1.85305811,1.8590979,2.327566711,1.68210458,1.985139371,1.959244824,1.771717173,1.839903378,1.92912111,1.841513994,1.887795822,1.958101806,2.024417618,1.861901274,1.997608656,1.958101806,1.958101806,1.884169339,1.791283559,2.17439194,1.787729813,1.958101806,2.03938076,1.833273875,2.227833216,1.757658054,1.941392964,1.843581817,1.810184916,1.78139126,1.901647119,1.644218737,2.025550245,1.743983406,1.742435136,1.907372599,2.336887502,1.980317915,1.619706201,1.669271608,1.962341363,1.889105097,1.880272687
ACE2,3.728504888,3.79601444,3.571120589,4.008840304,3.512708953,4.447928693,4.142162691,5.272809659,3.778317893,3.304906743,3.43102066,4.338151129,3.536646723,3.304680876,3.398069575,3.205876468,3.606351604,3.096458281,3.988918488,3.709623004,4.918699895,3.334278996,2.872545374,2.99344519,3.94143568,3.124143397,3.908974843,3.477249197,3.378799837,5.858436144,5.57010281,4.611167988,3.888942838,3.927812419,5.097128846,2.913569422,2.055857466,3.798226905,4.524794516,4.187570538,2.399721664,3.762849514,4.463109302,3.498354164,5.52384396,3.997241182,4.407421263,3.072994036,0.907398208,1.775888639,4.3892291,5.036694185,4.827454729,5.285714642,3.970202884,4.836065873,-0.101261625,3.272678705,4.518489252,2.072570282,2.679998579,4.475773203,0.275692329,3.271393175,5.611939142,2.945172122,2.236682915,3.296506568,4.529218876,3.111248478,2.460446183,3.009985123,4.74889274,1.882453495,3.091125372,6.126252524,1.814067326,4.73003492,3.713787711,1.428317106,3.251755939,3.380723992,2.334575549,2.876623997,-0.471504502,4.612474684,2.009893083,2.559411779,0.213743935,7.057604116,1.347227468,1.641644296,3.394429568,2.18296394,3.300292303,4.380066983
ACHE,1.81635555,1.888222766,1.827322718,1.891596649,1.860598738,1.86978273,1.958936418,1.777348417,1.963130023,1.79292513,2.013831534,1.912518175,1.968217139,1.794046699,1.778275658,1.821984105,1.871000284,1.82250161,1.765814139,1.881871468,1.695857085,1.857338575,1.798023405,1.927767495,1.88472673,1.867187026,1.82194669,1.91300445,1.722852401,1.830670101,2.032590741,1.760310409,2.204563291,2.103751796,1.893176433,2.195175893,1.801294414,1.96351323,1.902563831,1.91300445,2.010976829,2.122709761,1.899472859,2.274831399,1.778512802,1.987783088,1.872991555,2.39696029,2.190174684,2.114333108,2.147877243,2.136462885,1.795653155,1.804437209,1.948413092,1.815365358,1.901065432,1.955672613,1.938500544,1.957000586,1.89985194,1.753820662,1.852800469,2.100124061,1.972821786,1.601080829,1.854013962,1.944522216,1.832743492,1.905850716,1.921397163,1.94607915,1.864775126,1.927991237,1.985208572,1.697999988,2.116174221,2.065825714,1.94607915,2.063765066,1.814701372,2.194593338,1.672333468,1.827614768,2.000388682,1.94607915,2.005860848,1.853464456,2.145549908,2.110473094,1.963503077,2.124966321,1.705051985,1.6246867,2.125172386,2.055636953
ACP1,4.183035868,4.049430008,4.017137827,4.293969356,4.000257499,4.053175794,4.113550677,4.051689159,4.409262325,4.164299116,4.362927976,4.462447557,4.570702105,4.038840253,3.900139657,3.944493595,4.175749335,3.882827468,3.893405578,3.965374319,3.91539812,4.260445157,4.013243264,4.223557576,4.283980022,4.379896382,3.960081709,3.964552232,4.545521193,4.090642196,4.220221025,4.293129015,4.939776189,4.241857293,4.504424222,3.87136107,3.960678663,4.470756013,4.38844268,4.322194045,4.312085623,4.575302568,4.350940699,4.326293129,4.643700238,4.715878617,4.32879683,4.348723323,3.881974182,4.216746094,4.513120232,4.48526179,4.342342773,4.632369148,3.798849141,4.174988663,3.862675563,4.082991409,4.70009599,4.52396801,4.298093857,4.148404309,4.03012781,4.003848566,4.113250348,3.762519936,3.816391724,3.733932469,3.833796251,3.877042257,3.695820269,4.267914513,3.989906372,3.841543389,4.612091695,4.484980276,3.926708835,4.280278095,4.060598999,3.447858816,4.256705042,3.778558102,3.901106139,3.911678858,3.915074864,3.634758501,4.220277578,4.169456889,3.667193005,4.695651999,3.748086913,4.093232488,4.225517509,4.088974216,4.127922152,4.353517726
ACP5,2.721992234,2.017501549,2.232873708,2.54690325,2.217968324,2.39617483,2.082146438,1.645201509,2.857807994,2.18489762,2.847554578,2.73511853,2.517784668,2.539917057,1.831195151,2.047898081,2.447581998,2.059601329,2.206150977,1.95440683,1.513592107,2.635962667,2.020302466,2.643495568,2.563244695,2.306204237,1.631519181,1.611106918,3.66125806,2.663884846,3.503014421,2.381541718,2.052418277,2.722594403,3.57734687,2.089125005,1.565104217,2.261984177,2.721816793,2.258643989,1.555065978,2.988271935,3.492499013,2.189966886,4.090428099,2.288670339,3.751917729,2.384161312,0.886574146,2.740867587,3.762119793,3.498061005,2.661817321,2.533197551,2.872945234,2.444345897,2.148500631,2.138108933,2.733210346,1.237159362,1.587101543,3.089656175,1.762311219,1.757557194,3.634972874,2.132577298,1.621864245,2.46428099,3.139953405,1.57446538,1.544933872,2.01058089,2.60721985,2.023658877,1.290531686,2.151469687,1.834982409,2.910735179,2.546318847,1.630117515,2.359445021,2.855277446,2.839619208,1.394006837,1.28690873,3.993398073,1.878175111,2.408416779,2.216276413,3.28902478,2.324399552,1.988189256,2.124147299,2.451962941,2.17702478,2.897303733
ACTA1,2.290042384,2.599796286,2.45943473,2.631814727,2.229793363,2.493214035,2.708884971,2.56005327,2.643120111,2.279722512,2.745398198,2.699241801,2.744138533,2.374293792,2.572248634,2.506066558,2.644194042,2.279910011,2.57771471,2.648405791,2.480120693,2.553200458,2.282048099,2.671691929,2.615138356,2.658076952,2.626278978,2.542437292,2.820063906,2.549770384,2.249496206,2.795684032,2.436745118,2.649149723,2.683540862,2.996897701,3.123175672,2.612739327,2.704774946,2.47696022,2.645557571,2.666207133,2.220142583,2.757530698,2.516675821,2.465811794,2.675930429,2.723959648,2.898415963,2.41700187,2.621582034,2.450082252,2.22901011,2.25962093,2.483983294,2.109371793,2.40713784,2.510003055,2.680013886,2.15183996,2.415161731,2.36025919,2.434578484,2.262197682,2.465813205,2.335092868,2.494529168,2.664922595,2.494178455,2.617725114,2.232387069,2.173764843,2.200174602,2.391398262,1.965494401,2.439159009,2.504497922,2.522766886,2.781954493,2.434323419,2.754620127,2.56324768,2.755991096,2.296121203,2.296386895,2.149576267,2.798491147,2.608170839,2.491351495,2.224235646,2.424556591,2.602729473,2.53364962,2.430880054,2.704223718,2.432208513
ACTA2,3.923780969,3.961054394,3.665789936,2.822928549,3.607166006,3.957170713,3.189402491,3.077868166,3.331321339,3.423405879,3.317794556,3.472883792,3.116580401,4.11219828,4.35015559,3.901637664,2.979173757,3.856679154,4.221406893,3.480842722,3.336319823,3.727994674,3.590332234,3.617521067,3.623710438,3.28804786,3.454036324,3.744695803,3.678812661,3.819147915,3.142346143,3.157851899,2.630868375,2.887170363,3.807290092,3.017255496,3.376050532,3.58106111,3.715406246,3.510681299,3.371211104,3.521004869,3.069281388,3.270660356,3.135539932,3.276462773,4.161838671,3.195218388,3.841733899,3.887377019,3.79115596,3.99938692,3.784658654,3.628796894,4.52802831,4.01301528,3.830830806,3.111722803,3.693278428,3.03187632,3.231663907,3.953228349,3.641081156,3.428538044,3.310702459,3.37737721,3.824253101,3.471570598,3.769893185,3.243252419,3.955317545,3.681510375,3.283420489,5.998274363,3.469163125,5.254381632,4.776747217,3.741966502,4.236624605,5.244719098,4.828193684,4.349873751,4.194008258,3.345451674,5.410394022,4.49581556,4.464314392,4.644825876,4.566309624,5.446522434,4.454594731,4.136253397,5.438508406,4.184166184,5.704236261,2.8240339
ACTB,6.331654326,6.316263952,6.215059096,6.057775381,6.136540689,6.283330105,6.094507754,6.007473526,6.31483869,6.545948058,6.448258271,6.733873421,6.572347624,6.539698596,6.508269388,6.455078833,6.23765624,6.336372696,6.454398927,6.261872641,6.160906651,6.486379593,6.778126685,6.655719136,6.957850415,6.765663927,6.900564384,6.662389932,7.000472769,6.708775968,6.62884926,6.693432894,6.598876744,6.946593604,7.024557826,6.803332117,6.898601898,6.501822885,6.769077814,6.776392535,7.066483666,6.736250773,6.662746747,6.7414246,6.55070663,6.789594714,6.347639823,5.96817623,6.206536104,6.804912477,6.437241142,6.866468372,7.357034567,7.185201961,6.760916675,6.113361196,6.574367028,6.434852105,6.47713476,6.230931955,6.469998447,6.233251257,6.354746989,6.001321079,6.224330866,6.01434485,6.452692888,6.415762467,6.222189972,6.519417416,6.249307962,6.324952882,6.067331976,6.515670852,6.015415297,6.516919706,6.380080901,6.494797136,6.774362205,6.417724953,6.812363072,6.550103563,6.617898538,6.310501848,6.474815459,6.356174252,6.56598186,6.495510767,6.469284816,6.169202846,6.345291374,6.443950904,6.525483282,6.273571427,6.483914258,6.404701182
ACTC1,2.27295443,2.176310534,2.091741928,2.135727717,1.851036639,2.414846202,2.24715143,2.013425815,2.061658021,1.893686962,1.938204552,2.096730569,2.101468117,2.165268775,2.365782912,2.067658979,2.165268775,1.972025631,2.471794491,2.274274868,2.039572292,2.147651384,2.143181281,2.108736015,2.118229241,2.114985411,2.19779066,2.026748778,2.339894585,2.166781875,2.159528609,1.968937245,2.084377907,2.118391003,2.32753399,2.571001233,2.700132972,2.214968883,2.219207108,2.169142405,2.689929043,2.229679278,2.12968936,2.165000748,2.158906288,1.958379237,2.014322579,2.741817428,2.16409892,2.289097826,2.204560611,2.571045939,2.147034545,2.149862841,2.201623127,1.917549108,2.273173731,2.121659874,2.077850577,1.78671135,2.016669923,1.949319701,2.197357789,1.919255128,2.132035477,2.088483693,2.287927046,2.14007201,2.067045786,2.12652042,2.043762373,1.993204105,1.83753786,2.470642822,1.790327254,2.581641396,2.095994471,1.956079401,2.675837286,1.944480614,2.566748596,2.284836897,2.365416818,1.97576837,2.016208546,1.91750619,2.74176046,2.516619515,2.375255938,1.690916738,1.975070941,2.162657993,2.503046466,2.520578768,2.638283394,1.896572578
ACTN4,7.416122103,7.508578232,7.21317067,7.224868946,7.604842258,7.273976102,7.36568276,6.678866362,7.90798607,8.298295995,8.094574902,7.819115534,7.619390997,7.897748832,7.825056483,7.755782992,7.649062782,7.953582561,7.63486098,7.747220668,7.000223667,8.249438966,8.876326484,8.456350663,8.09044361,7.820960546,7.672688982,7.386715127,7.334491736,7.301628046,6.465456268,7.257411445,7.035730918,7.416471704,7.673884025,7.646995552,7.66958187,6.881211823,7.179016606,7.273903042,8.032157999,7.31608807,7.611024749,7.672808487,7.085444718,7.437982483,6.959503923,5.855689737,5.968868348,6.294716472,6.94358847,7.248697708,6.054550751,6.479126874,6.709300477,6.829199859,7.78559299,7.435086798,7.168831157,7.155566177,7.805072196,7.282718781,7.401745091,6.77924705,7.432457703,7.059962715,7.826343966,7.192971031,7.14265971,7.736118199,7.032596224,7.523041983,7.180901094,5.105827955,6.886083919,5.871970197,6.078234666,7.401864595,7.138238049,5.377222282,7.292159623,6.176586728,7.155566177,7.276743565,6.161648687,6.541313935,5.99135502,6.338395587,6.161051165,5.183983785,7.00403469,6.292744934,6.318557869,6.807928089,6.387870378,7.46054122
